Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C)
25/11/1993;0;26.3;23.84;19.7
26/11/1993;3.2;27.2;22.28;19.5
27/11/1993;19.2;28.2;23.96;19
28/11/1993;0;28.8;24.24;19
29/11/1993;0;29.9;23.28;17.7
30/11/1993;0;32;23.72;15.8
01/12/1993;2.4;30.7;22.1;15.9
02/12/1993;6.9;29;22.6;18
03/12/1993;0;30.8;24.08;20
04/12/1993;0;33.2;25.5;19.5
05/12/1993;0;31.1;24.64;20.5
06/12/1993;0;29.8;23.72;19
07/12/1993;26.7;32.5;25;18.5
08/12/1993;.5;30;24.52;20.6
09/12/1993;1.4;25.7;22.5;20.1
10/12/1993;0;26.4;22.2;19
11/12/1993;11.7;23.6;20.6;18.2
12/12/1993;2;28;21.68;16.2
13/12/1993;0;31.8;23.66;17.3
14/12/1993;16;31;25.08;18.2
15/12/1993;0;30.8;26.48;21.1
16/12/1993;.2;29;24.8;21.2
17/12/1993;.2;24.7;19.5;16
18/12/1993;1.3;21.7;18.9;15.9
19/12/1993;0;28.3;21.24;16.8
20/12/1993;22.1;28.4;22.08;18.2
21/12/1993;5.8;20.4;16.78;14.4
22/12/1993;0;23;18;13.2
23/12/1993;0;25.4;19.78;14.1
24/12/1993;0;22.9;19.1;15.8
25/12/1993;26.6;22.4;19.12;16.4
26/12/1993;5.8;26.6;21.76;16.5
27/12/1993;.2;27.6;23.64;18.4
28/12/1993;3.7;26.2;22.56;19.4
29/12/1993;31.2;25.7;21.86;17.7
30/12/1993;11;22.4;17.28;13.6
31/12/1993;4.6;22.4;18.1;13
01/01/1994;0;27.4;21.38;16
02/01/1994;0;29.6;21.68;16.2
03/01/1994;0;22.8;19.04;16.3
04/01/1994;1.2;24.2;19.68;15.7
05/01/1994;4.4;21.9;18.76;15.5
06/01/1994;0;25.8;20.36;15.2
07/01/1994;0;30.6;22.58;17.2
08/01/1994;7.1;28.4;23.2;18
09/01/1994;21.7;25.9;21;18
10/01/1994;16;26.4;19.8;15.2
11/01/1994;0;26.6;20.62;15.5
12/01/1994;0;24.8;20.2;16.2
13/01/1994;0;21.4;19.4;17
14/01/1994;14.8;26.2;21.16;17
15/01/1994;0;26.4;22.2;17
16/01/1994;0;28;22.64;19.2
17/01/1994;2.2;30.4;23.42;17.7
18/01/1994;1.7;32.2;25.78;18.3
19/01/1994;14.6;30;22.76;19.3
20/01/1994;7.8;28.9;22.64;19
21/01/1994;5.4;29.3;23.48;18.9
22/01/1994;32.4;26.9;21.28;17.9
23/01/1994;4;26.5;21.62;17.5
24/01/1994;0;27.7;23.02;18.6
25/01/1994;12.6;29.6;24.04;19.2
26/01/1994;2;27;24.24;20.6
27/01/1994;5.3;25;20.72;17.6
28/01/1994;19.4;27.8;21.72;17.4
29/01/1994;44.4;29;22.28;18.2
30/01/1994;1.7;29.4;22.44;17.8
31/01/1994;13.2;29.4;22.32;18
01/02/1994;1.8;32.4;23.88;17.4
02/02/1994;2.4;32.6;24.84;17.6
03/02/1994;0;33;25.84;19.8
04/02/1994;0;32.6;26.88;20.4
05/02/1994;0;33.4;25.24;21.4
06/02/1994;11;25.4;21.52;17.8
07/02/1994;9;26;21.72;19
08/02/1994;4;26.2;20.96;16.8
09/02/1994;61.2;31.4;24;17
10/02/1994;0;31;24.92;19.4
11/02/1994;15.2;31.6;23.8;19
12/02/1994;3.5;30.4;23;19.2
13/02/1994;23.3;28.6;23.16;19.4
14/02/1994;.5;28.4;23.28;19
15/02/1994;5.7;30.2;25.2;19.4
16/02/1994;3.6;31;26.16;21
17/02/1994;0;33.2;26.32;22.2
18/02/1994;0;32.6;26;21
19/02/1994;0;32.2;25.16;20.2
20/02/1994;0;31.2;25.24;21.4
21/02/1994;0;31.2;24.84;20
22/02/1994;0;31.8;24.52;19.2
23/02/1994;3;30.4;24.56;19.8
24/02/1994;0;31.4;25.56;19.6
25/02/1994;15.6;28.6;23.16;19.2
26/02/1994;11;28.3;23.26;20
27/02/1994;0;30.2;23.88;20
28/02/1994;0;30.2;25.36;20
01/03/1994;.3;26;23.16;19.8
02/03/1994;24.8;23.6;19.2;16.2
03/03/1994;10.4;20.9;17.86;15.5
04/03/1994;2;24;19.24;15.4
05/03/1994;0;24.2;19.12;14.2
06/03/1994;0;22.5;18.72;15.7
07/03/1994;.2;22.2;18.6;15.4
08/03/1994;6.1;25.3;20.08;14.7
09/03/1994;0;25.2;20.96;17.4
10/03/1994;6.1;29.2;22.92;18.2
11/03/1994;106.2;28.6;22.2;17.4
12/03/1994;2.6;25.8;21.16;18
13/03/1994;19.2;26;20.94;17.1
14/03/1994;0;27.5;21.16;16.8
15/03/1994;0;28;21.88;16.8
16/03/1994;0;28;22.06;17.3
17/03/1994;0;30.4;22.86;17.1
18/03/1994;0;30.4;24.14;18.4
19/03/1994;0;30.4;22.92;18.2
20/03/1994;32.3;25.5;21.84;18.4
21/03/1994;.4;28;23.44;18.2
22/03/1994;4.2;27.8;23.02;18.5
23/03/1994;0;27.3;22.26;18
24/03/1994;0;29.4;22.74;17.3
25/03/1994;.8;28;23.88;19.2
26/03/1994;14;26.6;21.2;18
27/03/1994;9.2;21.6;18.4;15.6
28/03/1994;0;24.5;19.7;15.1
29/03/1994;0;28.6;22.72;15.6
30/03/1994;0;30.3;23.6;17.2
31/03/1994;13.5;25.6;21.24;17.8
01/04/1994;1.1;23.1;19.16;16.2
02/04/1994;.1;20.7;17.86;15.5
03/04/1994;0;23.8;18.56;14.4
04/04/1994;0;27.4;19.92;14
05/04/1994;0;28.7;21.4;14.5
06/04/1994;0;28.8;22.56;15.4
07/04/1994;0;24.4;19.48;16.5
08/04/1994;.7;20;16.36;13.2
09/04/1994;2.6;22.6;17.64;13
10/04/1994;0;26.4;19.12;13.6
11/04/1994;0;27.9;20.3;14.2
12/04/1994;0;26;20.68;16.4
13/04/1994;0;24.9;20.36;17
14/04/1994;9.8;20.4;18.56;15.6
15/04/1994;.3;24.9;19.46;16.1
16/04/1994;0;25.7;19.36;14.2
17/04/1994;0;27.2;21.22;14.8
18/04/1994;0;23;20.04;17.2
19/04/1994;17;21.4;17.94;15.8
20/04/1994;8.7;25.3;19.7;14.8
21/04/1994;0;29;23.66;17.1
22/04/1994;40.2;26.4;20.72;17.4
23/04/1994;16.8;25;20.2;16.4
24/04/1994;.2;23.6;20.08;17
25/04/1994;0;25.9;20.86;16.7
26/04/1994;2.4;27;21.4;15.8
27/04/1994;0;28.9;23.2;16.9
28/04/1994;0;29;22.08;17.2
29/04/1994;0;26.5;21.06;17.7
30/04/1994;0;25.5;19.82;15.3
01/05/1994;0;25.1;19.86;14.8
02/05/1994;0;25.2;19.88;15.8
03/05/1994;0;27.2;21.5;15.2
04/05/1994;0;26.6;22.44;16.8
05/05/1994;0;28.1;20.9;15.8
06/05/1994;0;25.4;19.84;14.6
07/05/1994;0;27.6;21.44;16.6
08/05/1994;0;27.8;21.28;14.8
09/05/1994;0;28.4;22.3;16.8
10/05/1994;0;27.6;21.32;16.8
11/05/1994;0;26.7;22.32;17.8
12/05/1994;0;24.2;20.4;16.2
13/05/1994;0;21.4;18.62;16.3
14/05/1994;4.7;19;16.48;14.2
15/05/1994;6.5;20.1;15.84;12.8
16/05/1994;.4;24.4;17.56;12
17/05/1994;0;22.8;16.7;10.9
18/05/1994;0;24;16.4;9.8
19/05/1994;0;24.3;17.1;9.7
20/05/1994;0;24.6;18.92;10.6
21/05/1994;.1;25;18.4;10.6
22/05/1994;0;24;19.4;14
23/05/1994;0;23.8;19.6;16
24/05/1994;.6;24.2;18.96;12.6
25/05/1994;1.5;27;21.38;14.2
26/05/1994;0;24.6;20.56;14.2
27/05/1994;24;22.5;17.72;13.7
28/05/1994;2.9;22.3;17.1;12.9
29/05/1994;0;18.3;15.44;11.3
30/05/1994;0;20;15.72;10.8
31/05/1994;0;23.5;17.62;11.2
01/06/1994;0;21;18;11.6
02/06/1994;.4;23.5;17.7;12.3
03/06/1994;0;24;18.34;12
04/06/1994;0;19.4;15.88;11.4
05/06/1994;1.3;21.3;16.22;11.2
06/06/1994;0;24.4;17.1;9.1
07/06/1994;0;24;17.24;9.8
08/06/1994;0;18.3;15.6;11.7
09/06/1994;6.7;17;14.16;9.8
10/06/1994;0;19.5;14.22;8.4
11/06/1994;0;20.1;14.42;8.7
12/06/1994;0;21.5;13.86;6.5
13/06/1994;0;22;15.44;6.8
14/06/1994;0;20.7;15.46;9.9
15/06/1994;0;22;16.16;10.4
16/06/1994;0;22.8;16.24;9.8
17/06/1994;0;25.8;16.96;9.2
18/06/1994;0;26.6;17.76;9.4
19/06/1994;0;26.2;17.96;10
20/06/1994;0;25.5;19.42;11.8
21/06/1994;0;22;18.48;14.8
22/06/1994;4.4;18.8;16.46;12.5
23/06/1994;5;21.2;16.2;12.2
24/06/1994;0;25;18.58;8.9
25/06/1994;4.5;21.4;12.54;6
26/06/1994;9.6;13.5;7.16;1.2
27/06/1994;0;19;11.44;2
28/06/1994;0;19.3;11.88;6.5
29/06/1994;0;18.8;11.96;5
30/06/1994;0;23.9;14.66;5
01/07/1994;0;25;17.48;7.2
02/07/1994;0;26.3;17.72;9.9
03/07/1994;0;22;16.64;12.2
04/07/1994;0;22.2;16.74;12.1
05/07/1994;0;19.2;16;12
06/07/1994;0;24.7;17.98;10.3
07/07/1994;0;25.4;19.88;12.8
08/07/1994;.1;20.2;17.16;12.8
09/07/1994;1;17.2;8.92;2
10/07/1994;0;12.2;7.8;.8
11/07/1994;0;14;10.44;4.2
12/07/1994;0;18;13.44;9.2
13/07/1994;0;21.2;14.76;6.6
14/07/1994;0;23.2;15.48;6.4
15/07/1994;0;25;16.36;6.2
16/07/1994;0;25;17.06;10.7
17/07/1994;0;25.4;18.56;9
18/07/1994;0;26.2;18.28;10
19/07/1994;0;26.8;19.76;10.2
20/07/1994;0;26.8;21.36;14.8
21/07/1994;0;28.1;20.82;12
22/07/1994;0;28.5;21.64;13.3
23/07/1994;9.7;23.5;14.14;7.8
24/07/1994;15.3;17.6;11.7;6.5
25/07/1994;0;25.9;16.66;6.4
26/07/1994;0;24.9;17.64;8.9
27/07/1994;0;27.9;19.18;10.5
28/07/1994;0;27.6;20.5;10.2
29/07/1994;0;28.9;20.78;12.2
30/07/1994;0;27.8;20.12;12.1
31/07/1994;0;26.2;17.52;10.3
01/08/1994;0;27;19.12;10.2
02/08/1994;0;27.5;20.14;10.3
03/08/1994;.2;22.4;13.2;6.8
04/08/1994;1;14.9;10.06;4.9
05/08/1994;.5;15.2;11.12;5.2
06/08/1994;.2;17.6;11.8;5
07/08/1994;0;17.2;12.62;7.5
08/08/1994;0;22.9;14.82;9.5
09/08/1994;0;27.6;18.4;9.6
10/08/1994;0;27.7;18.2;12.3
11/08/1994;0;17;13.28;10.6
12/08/1994;0;19.4;14.08;9.9
13/08/1994;0;25.1;17.96;12.1
14/08/1994;0;25.8;18.14;12.7
15/08/1994;0;25.6;18.6;12.2
16/08/1994;0;25.8;17.2;12.5
17/08/1994;1.2;15.4;13.24;11.6
18/08/1994;0;22.3;14.9;8.6
19/08/1994;0;26;19.52;13.2
20/08/1994;0;26.6;19.46;13
21/08/1994;0;26.6;19.54;12.9
22/08/1994;0;27.9;20.52;12.7
23/08/1994;0;26.6;17.96;14
24/08/1994;0;15.4;13.52;11.5
25/08/1994;0;23.8;16.16;11.4
26/08/1994;0;29.1;18.1;11.6
27/08/1994;0;20.3;15.96;12.6
28/08/1994;0;22.3;16.64;14
29/08/1994;0;28.6;20.72;13.8
30/08/1994;0;31.1;21.68;14.4
31/08/1994;0;32.6;23.44;15.6
01/09/1994;0;31.5;23.38;16.1
02/09/1994;0;32;23.68;16
03/09/1994;0;24.8;16.64;13.4
04/09/1994;0;17.4;15.2;12.6
05/09/1994;0;19.7;16.7;13.8
06/09/1994;0;29.2;21.88;14.8
07/09/1994;0;30.6;20.3;13.9
08/09/1994;0;18.2;16.08;15
09/09/1994;0;18.1;13.34;10.8
10/09/1994;0;17.4;13.7;10.3
11/09/1994;0;25.4;16.7;11.9
12/09/1994;0;29.2;20.36;11.8
13/09/1994;0;31.7;20.66;14.4
14/09/1994;0;30.6;23.08;15.8
15/09/1994;0;29.3;21.96;17.8
16/09/1994;0;19.8;17.4;15.6
17/09/1994;0;21.2;17.12;14.6
18/09/1994;0;24;17.48;14.4
19/09/1994;0;28.3;19.32;14.3
20/09/1994;0;30.4;22.08;13.6
21/09/1994;0;32.5;23.66;13.9
22/09/1994;0;33.4;25.36;17
23/09/1994;0;33.5;25;17.4
24/09/1994;0;33.9;26.06;18.1
25/09/1994;0;33.2;25.76;17.7
26/09/1994;0;27.5;20.14;16.2
27/09/1994;.9;18.2;14.76;12.4
28/09/1994;.4;20.2;15.76;12.6
29/09/1994;0;26.4;18.12;13.4
30/09/1994;0;29.6;20.32;12.8
01/10/1994;0;31.4;23.36;16.8
02/10/1994;0;34.2;25.74;18.4
03/10/1994;0;29.9;24.08;20.1
04/10/1994;0;21.4;17.84;15.6
05/10/1994;.6;20.9;16.52;14.1
06/10/1994;0;24.2;18.76;14.8
07/10/1994;0;22.7;17.5;15.2
08/10/1994;0;28;19.98;14.7
09/10/1994;0;31.4;22.6;15.2
10/10/1994;0;32.4;25.56;17
11/10/1994;0;26.5;18.5;15.2
12/10/1994;0;26.2;18.6;14
13/10/1994;0;34.6;21.52;14.7
14/10/1994;3.6;24.2;19.52;16.6
15/10/1994;0;21.2;18.32;15.6
16/10/1994;0;32;23.52;16.6
17/10/1994;2.7;33.2;23.76;19.7
18/10/1994;12.7;31;24.52;18.6
19/10/1994;0;32.5;25.9;19.4
20/10/1994;0;32.4;23.92;17.2
21/10/1994;19.9;22;19.48;17.2
22/10/1994;0;24;19.68;17
23/10/1994;1.3;28.7;21.84;17.8
24/10/1994;0;29;22.64;18.4
25/10/1994;1.5;29.6;22.66;19.4
26/10/1994;25;22.6;19.72;17.6
27/10/1994;42.9;25.7;20.36;17.7
28/10/1994;6.1;27.4;21.12;17.4
29/10/1994;9.2;20.1;15.78;12.6
30/10/1994;0;21;16.6;12.8
31/10/1994;1.3;28.5;21.92;12.8
01/11/1994;0;31.2;23.24;18.6
02/11/1994;1.5;26.6;20.84;18.2
03/11/1994;0;29.2;21.2;15.4
04/11/1994;0;32.8;24.66;16.7
05/11/1994;0;27.4;23.42;19.5
06/11/1994;0;30.2;22.32;15.4
07/11/1994;0;31.6;22.64;18.8
08/11/1994;0;31.4;24;18.5
09/11/1994;0;30.2;24.64;19.6
10/11/1994;0;29.8;23.74;19.8
11/11/1994;0;32.2;23.5;16.7
12/11/1994;0;33.7;24.94;17.6
13/11/1994;0;32.2;23.32;18.2
14/11/1994;12.4;26.3;21.76;18.8
15/11/1994;0;28;23.22;19.6
16/11/1994;0;30.7;24.92;19.8
17/11/1994;0;29;23.68;20.8
18/11/1994;3.1;23.8;21;18.8
19/11/1994;16.1;20.2;16.04;13.2
20/11/1994;1.2;17.7;15.12;13.2
21/11/1994;0;18.6;15.6;13
22/11/1994;.1;18.3;15.34;12.9
23/11/1994;0;23.2;17.08;12.2
24/11/1994;0;23.9;18.06;13.6
25/11/1994;0;28.2;20.32;14.4
26/11/1994;9.4;28.8;22.16;14.4
27/11/1994;0;29.8;22.92;18.6
28/11/1994;14.8;23.3;19.82;18
29/11/1994;36.2;26.6;22.4;17.6
30/11/1994;28;26.3;21.22;18.3
01/12/1994;0;30.2;22.08;15.6
02/12/1994;0;30.7;24.74;19
03/12/1994;0;31.3;25.94;19.6
04/12/1994;0;32.2;27.06;21.1
05/12/1994;22.8;30.2;23.04;18.8
06/12/1994;22.3;25.8;22.46;19.3
07/12/1994;91;27.4;22.36;19
08/12/1994;0;23.8;20.04;17.1
09/12/1994;0;26;21.24;17.6
10/12/1994;0;29.8;23.4;18.8
11/12/1994;.5;31;23.76;19.8
12/12/1994;5.3;31.8;23.56;19
13/12/1994;1.1;32;25.88;19.6
14/12/1994;0;32.1;26.14;22
15/12/1994;0;30;24.96;21.8
16/12/1994;10;29.7;24.44;20.6
17/12/1994;0;31.9;24.86;20.9
18/12/1994;25;25.2;22.3;20.1
19/12/1994;21.2;25.2;20.2;17.4
20/12/1994;.1;27.4;21.68;17.2
21/12/1994;0;29.4;22.52;18.2
22/12/1994;10;25.3;20.74;18
23/12/1994;53.8;25.6;20.76;18.2
24/12/1994;1.8;27.4;21.28;17
25/12/1994;0;30.2;23.14;17.9
26/12/1994;0;30.4;23.78;19.7
27/12/1994;0;29.8;22.8;19
28/12/1994;25.6;28.9;23.8;19
29/12/1994;0;29.8;25.28;20.8
30/12/1994;3;30;25.56;20.7
31/12/1994;17.6;28.6;22.88;19.3
01/01/1995;33.7;26.3;21.96;20.1
02/01/1995;11.3;27.5;23.58;20.1
03/01/1995;5.3;26.4;22.84;20.2
04/01/1995;20;26;22.52;19.8
05/01/1995;21.2;27.4;23.32;20
06/01/1995;2.4;30;26.08;21.6
07/01/1995;0;30;25.16;22.2
08/01/1995;0;28;24.88;21.8
09/01/1995;4.4;28.6;23.96;19.6
10/01/1995;0;30.4;24.68;19.8
11/01/1995;4.8;28.1;22.48;19.7
12/01/1995;23.2;29.9;23.3;18.6
13/01/1995;8.4;30.2;24.14;21.3
14/01/1995;1.8;32;23.92;19.8
15/01/1995;57;32;26;19.1
16/01/1995;0;33.3;28.22;22.6
17/01/1995;0;32.7;26.94;23.8
18/01/1995;0;30.2;24.32;21.6
19/01/1995;9.4;30.6;24.68;20.2
20/01/1995;4.5;31.4;24.64;21
21/01/1995;2.4;28.4;23.24;21.2
22/01/1995;4;25.8;22;19.2
23/01/1995;0;25.2;21.64;18.8
24/01/1995;0;29.4;23.12;18.8
25/01/1995;0;32.4;25.32;18.7
26/01/1995;0;31.6;25.72;21.4
27/01/1995;0;31.7;24.16;20.8
28/01/1995;41.6;28.6;22.92;20
29/01/1995;31.8;27.1;21.8;18.5
30/01/1995;4;28.8;22.54;19.5
31/01/1995;87.8;29.6;23.04;19.5
01/02/1995;49.4;28.4;23.6;19.6
02/02/1995;2.8;29;23.84;21.8
03/02/1995;44.6;22.4;21.12;20.2
04/02/1995;11.5;22;20.36;19.2
05/02/1995;43;25;21.52;19.2
06/02/1995;35.5;22.4;19.56;18.6
07/02/1995;33.4;19.2;18.36;17.6
08/02/1995;19.8;22.2;19.56;17.2
09/02/1995;21.5;23.2;20.64;19.2
10/02/1995;10.5;28.4;23.24;19.6
11/02/1995;.7;29;22.52;20.2
12/02/1995;1.2;27.2;21.92;19.8
13/02/1995;31.1;26.8;22.68;20
14/02/1995;52.3;27;23.08;20.4
15/02/1995;3.4;28.8;23.76;20
16/02/1995;0;28.8;23.36;19.8
17/02/1995;8;29.4;23.72;20.2
18/02/1995;.2;26.8;22.84;21
19/02/1995;25.1;21.8;19.72;18.8
20/02/1995;33.7;21.8;20.04;18
21/02/1995;17.8;28.6;23.96;18.6
22/02/1995;0;31.8;26.3;20
23/02/1995;0;32.4;27.24;21.6
24/02/1995;0;33.4;27.12;21.2
25/02/1995;0;33;27.06;22.3
26/02/1995;0;32.2;25.48;23.2
27/02/1995;0;33.4;26.4;23.2
28/02/1995;0;33.1;26.62;22.6
01/03/1995;0;32.6;25.92;23.4
02/03/1995;5.6;32.4;24.68;14.6
03/03/1995;0;31.6;24.64;22
04/03/1995;16;30.3;25.1;22
05/03/1995;2;29.9;24.28;22
06/03/1995;0;27.8;22.84;19
07/03/1995;14.8;29.1;23.78;19.3
08/03/1995;0;30.6;25.62;21.9
09/03/1995;0;29.5;22.58;19
10/03/1995;90.6;22.6;20.52;19
11/03/1995;.5;24.2;20.88;19.2
12/03/1995;.1;27;21.68;19.2
13/03/1995;0;21.9;18.4;16.3
14/03/1995;20.4;22.8;18.72;16.2
15/03/1995;0;24.1;18.94;14.3
16/03/1995;37;27.2;21.24;14.2
17/03/1995;0;29;22.94;17.3
18/03/1995;0;28.1;22.48;18.1
19/03/1995;0;26.7;21.76;18.7
20/03/1995;.1;27;22.12;18.4
21/03/1995;0;24.6;21.64;20.1
22/03/1995;0;22.6;20.6;19.8
23/03/1995;.1;28.7;23.54;17.5
24/03/1995;37.6;25.6;21.4;18.4
25/03/1995;10.3;22;19.64;18.4
26/03/1995;.8;23.8;19.72;17.2
27/03/1995;0;25.9;19.92;17.3
28/03/1995;0;29;21.1;15.3
29/03/1995;0;30.4;23.88;18.6
30/03/1995;32;25.2;20.68;18.2
31/03/1995;36.2;27.8;22.6;19.8
01/04/1995;10.9;25.7;22.44;19.9
02/04/1995;1.1;26.9;21.18;18.4
03/04/1995;0;25.7;19.76;15.1
04/04/1995;0;25.2;20;15.2
05/04/1995;0;27;21.16;17.6
06/04/1995;0;26.8;21.48;18
07/04/1995;0;26.7;21.6;18.3
08/04/1995;0;29.8;22.6;18
09/04/1995;0;30;22.52;18.4
10/04/1995;1.4;28.5;24.2;20.6
11/04/1995;0;28.8;24.38;21.5
12/04/1995;17.8;23.8;17.8;15.9
13/04/1995;0;20.2;16.52;13
14/04/1995;0;22.1;17;13.6
15/04/1995;0;24;17.94;13.7
16/04/1995;0;26.1;19.62;15.8
17/04/1995;0;27.2;20.44;14.2
18/04/1995;0;26.7;21.26;15.6
19/04/1995;0;29.2;22.7;18.3
20/04/1995;16.4;22.5;20.62;19.1
21/04/1995;16.6;21;18.16;17
22/04/1995;.2;24;19.04;16.4
23/04/1995;0;25.6;19.7;16.1
24/04/1995;0;27.3;20.36;16.4
25/04/1995;0;23.2;18.38;16.5
26/04/1995;0;24.6;19.54;16.8
27/04/1995;0;25.3;19.66;16.8
28/04/1995;0;25.6;20.14;17.2
29/04/1995;.5;27.6;21.44;15.8
30/04/1995;0;29.3;23.26;17.2
01/05/1995;0;29.4;23.6;17.8
02/05/1995;0;28.3;22.62;19.6
03/05/1995;.3;25;20.4;18.8
04/05/1995;0;27.1;21.5;16.5
05/05/1995;0;26.6;21.16;15.8
06/05/1995;.2;23.2;20.52;17.8
07/05/1995;2;22.6;19.04;17
08/05/1995;36.5;21.7;18.42;16.6
09/05/1995;0;23.8;19.92;16.2
10/05/1995;11.2;20.9;15.78;13.3
11/05/1995;13.3;21.4;16.96;13.4
12/05/1995;0;23.5;18.56;14.8
13/05/1995;0;25;19.7;16.8
14/05/1995;0;25.8;20.32;17.1
15/05/1995;0;26.7;20.9;16.4
16/05/1995;0;27.1;21.56;17
17/05/1995;1;27.2;22.24;17.4
18/05/1995;5.1;22.5;16.24;13.5
19/05/1995;2.8;17.8;14.36;12.2
20/05/1995;0;18.6;13.84;10.4
21/05/1995;1.4;17.4;13.96;11.8
22/05/1995;.6;19.4;15.54;12.9
23/05/1995;0;21.8;16.52;14
24/05/1995;0;24.3;18.08;14.7
25/05/1995;0;19.6;16.64;15
26/05/1995;0;17.2;15;13.8
27/05/1995;0;21.3;16.2;13.3
28/05/1995;0;23.3;16.54;12.2
29/05/1995;0;23.6;17.6;12.8
30/05/1995;0;19.3;15.14;13
31/05/1995;0;21.8;15.44;11.2
01/06/1995;0;22.6;17.02;11.1
02/06/1995;0;23.6;17.4;14.2
03/06/1995;0;20;15.5;12.3
04/06/1995;0;20;14.2;11.2
05/06/1995;0;23.4;15.68;11
06/06/1995;0;23.8;18.04;11
07/06/1995;0;25.3;19.46;13.2
08/06/1995;0;23.5;17.5;13.4
09/06/1995;0;25.5;18.32;14.1
10/06/1995;0;24.8;18.98;13.5
11/06/1995;0;25.5;18.28;13.9
12/06/1995;0;26.2;19.64;13.2
13/06/1995;0;25.3;19.38;13.7
14/06/1995;0;24.8;18.08;13.6
15/06/1995;0;24.9;17.84;12
16/06/1995;0;25.6;19;13.8
17/06/1995;0;23.2;19.4;16.2
18/06/1995;3;19;16.72;16
19/06/1995;40.1;16.1;13.76;12.5
20/06/1995;4;18.6;14.24;12
21/06/1995;0;18.5;14.96;11.9
22/06/1995;0;23;15.6;11
23/06/1995;0;25.5;17.36;11.2
24/06/1995;0;24.9;18.5;12.7
25/06/1995;0;20.1;17.7;15.1
26/06/1995;10.1;18.6;15.4;12.6
27/06/1995;0;26.5;19.04;13
28/06/1995;0;27.4;20.32;14.4
29/06/1995;0;21.3;16.04;13.9
30/06/1995;1.5;17.4;15.52;12.6
01/07/1995;2.5;23.7;17.72;13.8
02/07/1995;0;25.1;17.92;12.6
03/07/1995;0;24.8;19.28;13
04/07/1995;.1;20.9;17.52;15.8
05/07/1995;0;25.5;19.72;15
06/07/1995;0;26.3;21.92;17.3
07/07/1995;0;23.3;18.18;16
08/07/1995;4;17;14.3;12.8
09/07/1995;2.6;16.2;14.9;13
10/07/1995;24.8;18.6;15.78;14.1
11/07/1995;0;22.3;16.44;13.1
12/07/1995;0;22;16.76;13.2
13/07/1995;0;27.3;18.8;12.1
14/07/1995;0;26.3;20.02;14
15/07/1995;0;26.1;21.56;17.2
16/07/1995;0;25.3;20.52;18.2
17/07/1995;0;26.7;20.68;16.7
18/07/1995;0;24.9;19.66;15.4
19/07/1995;0;24.6;20.06;15.5
20/07/1995;0;21.3;18.38;16.7
21/07/1995;0;18.5;14.52;12.4
22/07/1995;13.1;17.2;14.08;12
23/07/1995;0;23.2;16.76;12
24/07/1995;0;26.5;18.66;12.7
25/07/1995;0;26.5;19.96;14.5
26/07/1995;0;26.6;20.04;15.4
27/07/1995;0;26.7;20.38;15
28/07/1995;0;27.2;20.72;15.2
29/07/1995;0;27.2;20.7;14.8
30/07/1995;0;27.7;20.6;15.7
31/07/1995;0;27.8;19;14.2
01/08/1995;0;27.2;19.58;13.6
02/08/1995;0;26.4;20.32;14.2
03/08/1995;0;28.1;21.88;14.3
04/08/1995;0;23.8;16.04;13.2
05/08/1995;6.1;13.6;11.6;9.6
06/08/1995;10.6;15.4;13.96;10.6
07/08/1995;0;27.6;20.02;13.4
08/08/1995;0;28.4;19.6;16
09/08/1995;0;28.6;21.38;14.8
10/08/1995;0;29;20.08;15
11/08/1995;0;29.2;21.08;15
12/08/1995;0;29.7;21.74;16.1
13/08/1995;0;30.3;22.58;16.5
14/08/1995;0;30.2;23.28;16.2
15/08/1995;0;31.1;25.3;19.8
16/08/1995;0;25.7;18.34;15.8
17/08/1995;0;20.5;17.08;14.9
18/08/1995;0;28.4;21.08;16
19/08/1995;0;21.4;15.68;13.8
20/08/1995;0;18.8;15.16;13.2
21/08/1995;0;24.1;17.78;14.2
22/08/1995;0;27.4;21.16;15.4
23/08/1995;0;28.1;21.2;15.1
24/08/1995;0;28;21;15.4
25/08/1995;0;28.8;20.68;13.6
26/08/1995;0;29.2;21.82;14.6
27/08/1995;0;29.8;22.56;15.5
28/08/1995;0;30;23.28;16.4
29/08/1995;0;30.2;21.88;17
30/08/1995;0;31.4;23.64;16.2
31/08/1995;0;31.1;23.8;17.6
01/09/1995;0;31.8;25.48;17.2
02/09/1995;0;27.4;19.04;16
03/09/1995;0;17.2;15.54;14.4
04/09/1995;0;19;14.94;13
05/09/1995;0;22.2;15.52;9.6
06/09/1995;0;25.6;17.4;11.6
07/09/1995;0;27.2;19.04;11.8
08/09/1995;0;29.3;20.92;12
09/09/1995;0;31.8;23.04;15
10/09/1995;0;31.8;23.56;15.7
11/09/1995;0;32.2;25.48;17.2
12/09/1995;0;27.6;18;13.9
13/09/1995;.4;23.6;17.36;13.6
14/09/1995;0;31.4;24;14.8
15/09/1995;0;26.8;16.52;12.8
16/09/1995;2.4;20.2;15.8;12.8
17/09/1995;0;20.5;17.24;14.9
18/09/1995;4;30.4;21.44;16
19/09/1995;0;28.4;19.92;16.4
20/09/1995;2.6;16.6;12.94;11
21/09/1995;.4;15.5;13.46;11
22/09/1995;0;24.1;18.12;13.2
